p_codmes,monto,ctd_prod_rccsf_m01,prom_salvig_entprinc_pp_rccsf_03m,max_usotcrrstsf06m,max_usotcrrstsf03m,prm_lintcribksf06m,lin_tcribksf03m,lin_tcribksf06m,cre_salvig_pp_rccsf_m02,prm_usotcrrstsf06m,prm_lintcribksf03m,prm_usotcrrstsf03m,ratuso_tcrrstsf_m13,promctdprodrccsf3m,ratpct_saldopprcc_m13,promctdprodrccsf6m,ctd_actrccsf_6m,ctd_flgact_rccsf_m01,sld_ep1ppeallsfm01,prm_sldvigrstsf12m,sldtot_tcrsrcf,sldvig_tcrsrcf,flg_lintcrripsaga,flg_svtcrsrcf,flg_sdtcrripsaga,flg_sttcrsrcf,flg_svltcrsrcf,max_camptottlv06m,min_camptottlv06m,frc_camptottlv06m,rec_camptottlv06m,ctd_camptottlv06m,prm_camptottlv06m,max_campecstlv06m,min_campecstlv06m,frc_campecstlv06m,rec_campecstlv06m,ctd_campecstlv06m,prm_campecstlv06m,prob_value,max_camptot06m,min_camptot06m,frc_camptot06m,rec_camptot06m,ctd_camptot06m,prm_camptot06m,max_campecs06m,min_campecs06m,frc_campecs06m,rec_campecs06m,ctd_campecs06m,prm_campecs06m,ing_brt,sexo,flg_notdeseaecs01m,flg_notdeseaecs02m,flg_notdeseaecs03m,sgt_cem,ctd_proac,ctd_cttefeproac,ctd_cttefetot,rng_pst,edad,flg_saltothip12m,flg_saltotppe12m,prm_pctsaltototrent12m,prm_pctsaltotcaja12m,ant_saltot24m,ant_saltot12m,min_difsaltottcr12m,num_incrsaldispefe06m,max_difent12m,num_dismsalppecons06m,seg_un,beta_pctusotcr12m,prm_pctusosaltottcr03m,dsv_saltotppe03m,prm_diasatrrdpn12m,dsv_numentrdlintcr03m,rat_disefepnm01,prm_diasatrrdpn06m,pct_usotcrm01,dsv_numentrdlintcr06m,beta_saltotppe12m,prm_entrd03m,ctd_entrdm01,beta_saltotppe06m,prm_diasatrrd03m,key_value_enc,grp_camptottlv06m_enc,grp_campecstlv06m_enc,grp_camptot06m_enc,grp_campecs06m_enc,region_enc,ubigeo_buro_enc,grp_riesgociiu_enc,target
201909,30000.0,5,0.0,0.446,0.067,110198.685,395392.11,661192.11,0.0,0.182,131797.37,0.045,0.343,5,0.0,4,6,1,0.0,38081.483,1127.47,1127.47,1,1,1,1,1,1,1,6,6,6,1.0,1,0,5,6,5.0,1.0,0.6213984176646145,5.0,3.0,6.0,6.0,26.0,4.333,1.0,0.0,5.0,6.0,5.0,1.0,9565.0,1.0,0.0,0.0,0.0,6.0,14.0,2.0,2.0,5.0,62.0,0.0,0.0,0.0,0.0,24.0,12.0,-11104.67,0.0,1.0,0.0,2.0,-0.005,0.214,429.36665500000004,0.0,0.0,0.0,0.0,0.226,0.37268,-304.273,3.667,4.0,-405.651,0.0,59863,4,3,4,3,3,3,2,0
201909,47200.0,5,15383.13,0.521,0.521,33400.0,100200.0,200400.0,0.0,0.237,33400.0,0.381,3.404,5,0.0,5,11,1,0.0,26597.292,32448.47,32448.47,1,1,1,1,1,1,0,5,6,5,1.0,1,0,4,6,4.0,1.0,0.562881005426874,9.0,4.0,6.0,6.0,36.0,6.0,1.0,0.0,4.0,6.0,4.0,1.0,8969.0,1.0,0.0,0.0,0.0,6.0,18.0,4.0,4.0,5.0,49.0,0.0,1.0,0.0,0.0,24.0,12.0,-2747.62,1.0,1.0,4.0,2.0,0.024,0.249,2959.46,0.0,0.4714,0.016,0.0,0.321,0.37268,-2762.001,2.0,1.0,-3469.22,0.0,58430,3,3,4,3,3,4,6,0
201911,24500.0,2,0.0,0.664,0.664,18800.0,56400.0,112800.0,0.0,0.41,18800.0,0.474,2.656,2,0.0,2,6,1,0.0,3147.545,0.0,0.0,0,0,0,0,0,2,1,6,6,8,1.333,1,0,5,6,5.0,1.0,0.5345977197145777,9.0,4.0,6.0,6.0,43.0,7.167,1.0,0.0,5.0,6.0,5.0,1.0,9045.0,1.0,0.0,0.0,0.0,6.0,30.0,3.0,3.0,5.0,30.0,0.0,0.0,0.0,0.0,24.0,12.0,-3760.29,0.0,0.0,0.0,2.0,-0.028,0.15,429.36665500000004,0.0,0.0,0.0,0.0,0.198,0.0,-304.273,2.0,2.0,-405.651,0.0,24154,4,3,4,3,3,3,5,0
201910,50000.0,2,0.0,0.0,0.0,15300.0,45900.0,91800.0,0.0,0.0,15300.0,0.0,0.0,2,0.0,2,12,2,0.0,258485.602,0.0,0.0,0,0,0,0,0,3,0,5,6,10,2.0,2,0,5,6,6.0,1.2,0.1720976136370836,10.0,6.0,6.0,6.0,51.0,8.5,2.0,0.0,5.0,6.0,6.0,1.2,9504.0,1.0,0.0,0.0,0.0,6.0,24.0,1.0,1.0,5.0,32.0,1.0,0.0,0.0,0.0,24.0,12.0,-4573.98,0.0,0.0,0.0,2.0,0.037,0.387,429.36665500000004,0.0,0.0,0.0,0.0,0.275,0.0,-304.273,2.0,2.0,-405.651,0.0,49219,3,3,4,3,3,1,3,0
201910,30000.0,2,0.0,0.22,0.076,1233.333,4100.0,7400.0,0.0,0.109,1366.667,0.025,0.0,2,0.0,2,6,1,0.0,3708.845,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.4371196630790417,5.0,4.0,6.0,6.0,28.0,4.667,2.0,0.0,5.0,6.0,6.0,1.2,7356.0,1.0,0.0,0.0,0.0,6.0,19.0,0.0,0.0,5.0,30.0,0.0,0.0,0.0,0.0,24.0,12.0,-6870.82,0.0,0.0,0.0,2.0,-0.061,0.021,429.36665500000004,0.0,0.0,0.0,0.0,0.0,0.0,-304.273,0.333,0.0,-405.651,0.0,25710,0,0,4,3,3,3,5,0
201910,10800.0,3,3623.49,0.999,0.988,2333.333,11000.0,14000.0,-0.07,0.885,3666.667,0.864,0.712,3,1.407,3,12,2,4708.13,3877.235,632.48,632.48,1,1,1,1,1,2,0,2,6,3,1.5,2,0,2,6,3.0,1.5,0.2957135455298086,7.0,3.0,6.0,6.0,28.0,4.667,2.0,0.0,2.0,6.0,3.0,1.5,2600.0,1.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,5.0,42.0,0.0,1.0,0.0,69.685,24.0,12.0,-452.78,0.0,2.0,4.0,2.0,0.018,0.663,1624.8896,0.0,0.4714,0.0,0.0,0.23,0.4714,56.953,3.333,3.0,469.411,0.0,37150,2,2,4,2,4,8,5,0
201911,24300.0,4,0.0,0.075,0.075,50523.188,130943.69,303139.13,0.0,0.033,43647.897,0.051,0.638,4,0.0,5,12,2,0.0,382289.81,0.0,0.0,0,0,0,0,0,1,0,2,6,2,1.0,0,0,0,0,0.0,0.0,0.3645464378603306,7.0,2.0,6.0,6.0,24.0,4.0,1.0,0.0,1.0,5.0,1.0,1.0,9408.0,1.0,0.0,0.0,0.0,6.0,12.0,1.0,1.0,5.0,34.0,1.0,0.0,0.0,0.0,24.0,12.0,-10436.58,0.0,0.0,0.0,2.0,-0.036,0.067,429.36665500000004,0.0,0.4714,0.0,0.0,0.018,0.74536,-304.273,3.667,3.0,-405.651,0.0,41205,2,0,4,2,2,0,5,0
201910,24000.0,6,7508.493,0.025,0.005,17400.0,52200.0,52200.0,-0.056,0.009,17400.0,0.002,0.0,6,0.957,6,12,2,7129.77,11206.938,0.0,0.0,1,0,1,0,0,2,0,4,6,7,1.75,2,0,2,6,3.0,1.5,0.5719919797151597,7.0,0.0,5.0,6.0,29.0,5.8,2.0,0.0,2.0,6.0,3.0,1.5,3957.0,1.0,0.0,0.0,0.0,6.0,10.0,3.0,3.0,5.0,38.0,0.0,1.0,0.0,45.72,24.0,12.0,-4503.64,0.0,2.0,5.0,2.0,-0.01,0.018,639.22028,0.0,0.4714,0.0,0.0,0.024,0.5,589.843,3.333,3.0,-752.981,0.0,546,3,2,3,2,3,2,3,0
201910,22600.0,3,0.0,0.156,0.097,3533.333,18800.0,21200.0,0.0,0.097,6266.667,0.063,0.351,3,0.0,3,6,1,0.0,1469.437,425.86,425.86,1,1,1,1,1,3,0,4,6,6,1.5,2,0,4,6,5.0,1.25,0.6224851523698058,10.0,3.0,6.0,6.0,42.0,7.0,2.0,0.0,4.0,6.0,5.0,1.25,5316.0,1.0,0.0,0.0,0.0,6.0,18.0,0.0,0.0,5.0,31.0,0.0,0.0,0.0,0.0,24.0,12.0,-3185.88,0.0,0.0,0.0,5.0,-0.006,0.048,429.36665500000004,3.083,0.0,0.0,1.833,0.02,0.0,-304.273,1.333,1.0,-405.651,0.0,61387,3,3,4,3,4,8,5,0
201911,17100.0,2,0.0,0.103,0.103,2100.0,6300.0,6300.0,0.0,0.043,2100.0,0.066,0.35,2,0.0,1,6,1,0.0,1272.919,0.0,0.0,0,0,0,0,0,2,0,3,6,4,1.333,0,0,0,0,0.0,0.0,0.2297452464934478,6.0,0.0,5.0,6.0,24.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,5316.0,1.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,5.0,27.0,0.0,0.0,0.0,0.0,11.0,11.0,-3200.33,0.0,1.0,0.0,2.0,0.002,0.21,429.36665500000004,0.0,0.0,0.0,0.0,0.208,0.5,-304.273,2.0,2.0,-405.651,0.0,52100,2,0,3,0,3,3,5,0
201909,4400.0,1,0.0,0.0,0.0,511.0,1533.0,3066.0,0.0,0.0,511.0,0.0,0.0,1,0.0,1,6,1,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,6,1,1.0,0,0,0,0,0.0,0.0,0.3792331949815189,8.0,2.0,6.0,6.0,21.0,3.5,1.0,0.0,1.0,6.0,1.0,1.0,2111.0,1.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,5.0,38.0,0.0,0.0,0.0,0.0,24.0,9.0,-198.21,0.0,0.0,0.0,5.0,-0.026,0.0,429.36665500000004,0.0,0.0,0.0,0.0,0.0,0.0,-304.273,0.0,0.0,-405.651,0.0,6922,2,0,4,2,5,10,5,0
201909,28500.0,2,0.0,0.549,0.549,22500.0,67500.0,90000.0,0.0,0.354,22500.0,0.394,1.743,2,0.0,2,6,1,0.0,22793.754,0.0,0.0,0,0,0,0,0,1,0,4,6,4,1.0,1,0,2,6,2.0,1.0,0.6040475660092345,8.0,1.0,6.0,6.0,32.0,5.333,1.0,0.0,2.0,6.0,2.0,1.0,5316.0,1.0,0.0,0.0,0.0,6.0,11.0,1.0,1.0,5.0,42.0,0.0,0.0,0.0,0.0,24.0,12.0,-3618.92,0.0,1.0,0.0,2.0,0.001,0.274,429.36665500000004,0.0,0.4714,0.0,0.0,0.343,0.5,-304.273,1.0,1.0,-405.651,0.0,6395,3,2,4,2,3,3,4,0
201910,17400.0,6,7527.073,0.193,0.16,4100.0,12300.0,24600.0,-0.118,0.168,4100.0,0.15,0.869,7,0.954,7,14,2,6640.07,28435.446,0.0,0.0,0,0,0,0,0,2,1,6,6,7,1.167,2,0,5,6,6.0,1.2,0.4670175643675619,6.0,4.0,6.0,6.0,31.0,5.167,2.0,0.0,5.0,6.0,6.0,1.2,5916.0,1.0,0.0,0.0,0.0,6.0,18.0,1.0,1.0,5.0,43.0,1.0,1.0,0.0,0.0,24.0,12.0,-4948.57,0.0,0.0,5.0,5.0,-0.013,0.141,722.9743,3.75,0.8165,0.0,3.0,0.131,0.76376,-829.474,2.0,2.0,-865.909,0.0,46386,4,3,4,3,1,7,5,0
201911,20400.0,6,117663.497,0.221,0.221,6800.0,20400.0,40800.0,-0.013,0.098,6800.0,0.156,0.543,6,1.099,5,12,2,116623.73,87475.518,558.75,558.75,1,1,1,1,1,1,0,1,6,1,1.0,0,0,0,0,0.0,0.0,0.2895184236657611,6.0,3.0,6.0,6.0,25.0,4.167,0.0,0.0,0.0,0.0,0.0,0.0,8917.0,1.0,0.0,0.0,0.0,6.0,13.0,0.0,0.0,5.0,31.0,0.0,1.0,0.0,0.0,24.0,12.0,-12519.91,0.0,1.0,4.0,2.0,0.002,0.154,735.22606,0.0,0.0,0.0,0.0,0.114,0.37268,-1341.048,3.333,4.0,-1584.131,0.0,4291,2,0,4,0,3,2,6,0
201909,10000.0,7,0.0,0.317,0.313,16500.0,49500.0,99000.0,0.0,0.309,16500.0,0.305,0.968,7,0.0,7,6,1,0.0,42425.994,7630.38,7630.38,1,1,1,1,1,1,0,3,6,3,1.0,1,0,3,6,3.0,1.0,0.5534718221513684,7.0,3.0,6.0,6.0,27.0,4.5,1.0,0.0,3.0,6.0,3.0,1.0,3758.0,1.0,0.0,0.0,0.0,6.0,11.0,1.0,1.0,5.0,55.0,0.0,0.0,0.0,0.0,24.0,12.0,-3055.37,3.0,1.0,0.0,2.0,0.002,0.277,429.36665500000004,0.0,0.0,0.612,0.0,0.274,0.0,-304.273,5.0,5.0,-405.651,0.0,25365,2,2,4,2,2,2,6,0
201910,12800.0,3,0.0,0.084,0.068,7300.0,27900.0,43800.0,0.0,0.062,9300.0,0.053,0.515,3,0.0,3,6,1,0.0,1514.989,90.47,90.47,0,1,0,1,1,1,0,2,6,2,1.0,1,0,1,6,1.0,1.0,0.5393452589321579,4.0,2.0,6.0,6.0,17.0,2.833,1.0,0.0,1.0,6.0,1.0,1.0,3131.0,1.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,5.0,65.0,0.0,1.0,88.555,5.99,24.0,12.0,-1037.34,0.0,0.0,0.0,4.0,-0.004,0.052,429.36665500000004,0.0,0.0,0.0,0.0,0.022,0.0,-529.359,4.0,4.0,-405.651,0.0,47779,2,2,4,2,3,5,4,0
201911,15000.0,2,0.0,0.081,0.081,2300.0,6900.0,6900.0,0.0,0.014,2300.0,0.027,0.0,2,0.0,1,6,1,0.0,39.305,0.0,0.0,1,0,1,0,0,2,0,1,6,2,2.0,1,0,1,6,1.0,1.0,0.3566350127000403,4.0,2.0,6.0,6.0,17.0,2.833,1.0,0.0,1.0,6.0,1.0,1.0,4758.0,1.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,5.0,43.0,0.0,0.0,0.0,0.0,24.0,9.0,-40.4,0.0,1.0,0.0,1.0,-0.001,0.008,429.36665500000004,0.0,0.0,0.0,0.0,0.0,0.5,-304.273,0.333,0.0,-405.651,0.0,13881,2,2,4,2,3,3,5,0
201909,7000.0,3,0.0,0.124,0.124,24823.685,87941.86,148942.11,0.0,0.074,29313.953,0.112,1.078,3,0.0,3,6,1,0.0,3677.147,4329.64,4329.64,1,1,1,1,1,1,0,5,5,5,1.0,1,0,3,5,3.0,1.0,0.5047351104654357,4.0,3.0,6.0,6.0,22.0,3.667,1.0,0.0,3.0,5.0,3.0,1.0,2910.0,1.0,0.0,0.0,0.0,6.0,16.0,3.0,3.0,5.0,59.0,0.0,0.0,0.0,0.0,24.0,12.0,-2499.49,1.0,0.0,0.0,2.0,0.003,0.233,429.36665500000004,0.0,0.0,0.073,0.0,0.237,0.0,-304.273,2.0,2.0,-405.651,0.0,20802,3,2,4,2,3,6,6,0
201910,17900.0,4,0.0,0.418,0.418,14042.39,43705.55,84254.34,0.0,0.263,14568.517,0.393,0.878,4,0.0,3,6,1,0.0,5935.921,0.0,0.0,1,0,1,0,0,2,0,3,4,4,1.333,1,0,1,2,1.0,1.0,0.6690475620119226,4.0,2.0,6.0,6.0,20.0,3.333,1.0,0.0,1.0,2.0,1.0,1.0,5513.0,1.0,0.0,0.0,0.0,6.0,11.0,2.0,2.0,5.0,56.0,0.0,1.0,8.342,0.0,24.0,12.0,-3345.25,0.0,1.0,0.0,2.0,-0.023,0.474,429.36665500000004,0.0,0.0,0.0,0.0,0.438,0.4714,-230.518,2.0,2.0,-405.651,0.0,54223,1,1,4,1,3,4,5,1
201911,30000.0,4,30686.94,0.0,0.0,12983.333,43500.0,77900.0,0.0,0.0,14500.0,0.0,0.0,3,0.0,2,7,2,30686.94,9077.425,0.0,0.0,0,0,0,0,0,2,1,6,6,9,1.5,2,0,5,6,6.0,1.2,0.6752872215420169,8.0,5.0,6.0,6.0,37.0,6.167,2.0,1.0,6.0,6.0,7.0,1.167,10008.0,1.0,0.0,0.0,0.0,6.0,26.0,4.0,4.0,5.0,33.0,0.0,1.0,0.0,21.49,24.0,12.0,-6264.33,0.0,1.0,0.0,4.0,-0.022,0.021,0.0,0.0,0.8165,0.0,0.0,0.012,0.76376,-304.273,2.667,4.0,-405.651,0.0,23723,4,3,4,4,5,10,5,0
201910,9100.0,1,0.0,0.0,0.0,4800.0,14400.0,28800.0,0.0,0.0,4800.0,0.0,0.0,1,0.0,1,6,1,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,3,4,5,1.667,1,0,2,4,2.0,1.0,0.3568531527032243,5.0,3.0,6.0,6.0,25.0,4.167,2.0,1.0,6.0,6.0,7.0,1.167,2075.0,1.0,0.0,0.0,0.0,6.0,15.0,1.0,1.0,5.0,63.0,0.0,0.0,0.0,0.0,24.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,429.36665500000004,0.0,0.0,0.0,0.0,0.0,0.0,-304.273,0.0,0.0,-405.651,0.0,26387,1,1,4,4,3,1,5,0
201910,21000.0,3,1205.72,0.189,0.189,10525.867,35347.27,63155.2,0.0,0.131,11782.423,0.125,0.005,3,0.0,3,10,1,0.0,6807.127,0.0,0.0,0,0,0,0,0,2,0,5,6,8,1.6,1,0,1,5,1.0,1.0,0.6348656700561193,6.0,2.0,6.0,6.0,27.0,4.5,1.0,0.0,1.0,5.0,1.0,1.0,4401.0,1.0,0.0,0.0,0.0,6.0,13.0,2.0,2.0,5.0,56.0,0.0,1.0,0.0,0.0,24.0,12.0,-3005.45,0.0,0.0,4.0,5.0,-0.005,0.179,0.0,1.917,0.0,0.0,0.0,0.07,0.0,-1048.266,2.667,2.0,-1138.407,0.0,61045,3,2,4,2,3,2,6,0
201909,30000.0,4,0.0,0.069,0.069,27539.203,88205.74,165235.22,0.0,0.037,29401.913,0.051,0.507,4,0.0,4,6,1,0.0,1392.503,424.07,424.07,1,1,1,1,1,1,0,3,6,3,1.0,1,0,2,6,2.0,1.0,0.6099071858694728,9.0,3.0,6.0,6.0,29.0,4.833,1.0,0.0,2.0,6.0,2.0,1.0,6872.0,1.0,0.0,0.0,0.0,6.0,16.0,2.0,2.0,5.0,46.0,0.0,0.0,0.0,0.0,24.0,12.0,-11484.06,0.0,1.0,0.0,2.0,0.018,0.227,429.36665500000004,0.0,0.0,0.0,0.0,0.213,0.0,-304.273,3.0,3.0,-405.651,0.0,29892,2,2,4,2,3,1,4,0
201911,19400.0,5,1123.81,0.042,0.042,14366.667,52000.0,86200.0,-0.294,0.021,17333.333,0.028,0.786,5,0.525,5,12,2,793.68,2010.636,0.0,0.0,1,0,1,0,0,2,1,6,6,7,1.167,2,0,5,6,6.0,1.2,0.6095848137367602,9.0,4.0,6.0,6.0,41.0,6.833,2.0,0.0,5.0,6.0,6.0,1.2,3131.0,1.0,0.0,0.0,0.0,6.0,21.0,4.0,4.0,5.0,27.0,0.0,1.0,77.357,0.0,24.0,12.0,-1654.25,1.0,2.0,5.0,2.0,-0.001,0.048,269.55002,0.0,0.0,0.0,0.0,0.057,0.0,-99.18,3.667,4.0,-330.13,0.0,13553,4,3,4,3,0,9,5,0
201909,15400.0,5,0.0,0.17,0.14,10500.0,31500.0,31500.0,0.0,0.136,10500.0,0.125,0.707,5,0.0,4,6,1,0.0,3638.498,0.0,0.0,1,0,1,0,0,1,0,2,6,2,1.0,1,0,1,6,1.0,1.0,0.5058306794237818,7.0,3.0,6.0,6.0,25.0,4.167,1.0,0.0,1.0,6.0,1.0,1.0,3131.0,1.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,5.0,64.0,0.0,0.0,91.519,4.01,24.0,12.0,-1430.52,0.0,1.0,0.0,4.0,-0.009,0.107,429.36665500000004,0.0,0.0,0.197,0.0,0.082,0.5,-304.273,2.0,2.0,-405.651,0.0,10409,2,2,4,2,3,2,3,0
201909,29600.0,6,2119.173,0.066,0.017,6566.667,23100.0,39400.0,-0.067,0.02,7700.0,0.008,0.0,7,1.047,7,12,2,2007.18,4350.748,0.0,0.0,1,0,1,0,0,2,1,6,6,7,1.167,1,0,5,6,5.0,1.0,0.6161658347500937,10.0,4.0,6.0,6.0,42.0,7.0,1.0,1.0,6.0,6.0,6.0,1.0,4931.0,1.0,0.0,0.0,0.0,6.0,20.0,4.0,4.0,5.0,48.0,0.0,1.0,0.888,0.0,24.0,12.0,-2545.23,0.0,2.0,3.0,2.0,-0.02,0.052,214.02315,0.0,0.94281,0.0,0.0,0.044,1.10554,70.059,4.0,3.0,25.187,0.0,16854,4,3,4,4,2,0,1,0
201911,19300.0,1,0.0,0.326,0.326,6600.0,18000.0,33000.0,0.0,0.108,9000.0,0.15,1.083,1,0.0,1,6,1,0.0,2390.322,0.0,0.0,0,0,0,0,0,2,0,3,6,4,1.333,1,0,1,2,1.0,1.0,0.5177807595615581,6.0,3.0,6.0,6.0,26.0,4.333,1.0,0.0,1.0,2.0,1.0,1.0,5791.0,1.0,0.0,0.0,0.0,6.0,17.0,2.0,2.0,5.0,53.0,0.0,1.0,0.0,0.0,24.0,12.0,-5423.04,2.0,0.0,0.0,5.0,0.0,0.093,429.36665500000004,8.25,0.4714,0.735,3.5,0.065,0.37268,-304.273,1.667,1.0,-405.651,0.0,52794,2,1,4,1,0,9,3,1
201910,3800.0,2,0.0,0.73,0.535,23879.035,73474.21,143274.21,0.0,0.565,24491.403,0.464,0.735,2,0.0,2,6,1,0.0,3902.32,0.0,0.0,0,0,0,0,0,2,0,5,6,9,1.8,2,0,3,6,4.0,1.333,0.5733248025387303,8.0,5.0,6.0,6.0,38.0,6.333,2.0,0.0,3.0,6.0,4.0,1.333,10730.0,1.0,0.0,0.0,0.0,6.0,22.0,2.0,2.0,5.0,48.0,0.0,0.0,2.57,22.349,24.0,12.0,-613.11,0.0,1.0,0.0,4.0,0.014,0.159,429.36665500000004,0.0,0.0,0.555,0.0,0.14,0.0,-304.273,4.0,4.0,-405.651,0.0,59949,3,2,4,2,3,4,5,0
201910,30000.0,3,0.0,0.043,0.036,10966.667,35700.0,65800.0,0.0,0.037,11900.0,0.036,1.0,3,0.0,3,6,1,0.0,432.868,249.0,249.0,1,1,1,1,1,4,1,6,6,10,1.667,2,1,6,6,7.0,1.167,0.5703709060544511,9.0,3.0,6.0,6.0,39.0,6.5,2.0,1.0,6.0,6.0,7.0,1.167,8288.0,1.0,0.0,0.0,0.0,6.0,17.0,4.0,4.0,5.0,35.0,0.0,0.0,0.0,0.0,24.0,12.0,-22529.01,0.0,0.0,0.0,2.0,-0.072,0.017,429.36665500000004,0.0,0.0,0.0,0.0,0.017,0.0,-304.273,2.0,2.0,-405.651,0.0,36389,4,4,4,4,4,8,6,0
201910,51200.0,3,64658.387,0.399,0.399,57371.538,139625.98,344229.23,-0.016,0.134,46541.993,0.179,8.674,3,0.98,2,12,2,63975.16,50309.856,0.0,0.0,0,0,0,0,0,2,0,2,6,3,1.5,2,0,2,6,3.0,1.5,0.6327653943909709,8.0,2.0,6.0,6.0,25.0,4.167,2.0,0.0,2.0,6.0,3.0,1.5,9761.0,1.0,0.0,0.0,0.0,6.0,10.0,1.0,1.0,5.0,50.0,0.0,1.0,0.0,0.0,24.0,12.0,-22739.21,0.0,1.0,3.0,2.0,-0.003,0.054,483.11421,0.0,0.0,0.0,0.0,0.072,0.5,6684.954,3.0,3.0,-512.417,0.0,51691,2,2,4,2,3,3,5,0
201909,30000.0,5,0.0,0.405,0.405,9500.0,28500.0,57000.0,0.0,0.236,9500.0,0.232,3.293,5,0.0,4,6,1,0.0,1896.128,3146.02,3146.02,1,1,1,1,1,3,1,6,6,13,2.167,1,1,6,6,6.0,1.0,0.6365604322869414,9.0,5.0,6.0,6.0,42.0,7.0,1.0,1.0,6.0,6.0,6.0,1.0,6200.0,1.0,0.0,0.0,0.0,6.0,20.0,3.0,3.0,5.0,31.0,0.0,0.0,0.0,0.0,24.0,12.0,-3315.46,0.0,1.0,0.0,2.0,0.002,0.565,429.36665500000004,0.0,0.0,0.0,0.0,0.691,0.4714,-304.273,4.0,4.0,-405.651,0.0,19292,4,4,4,4,3,1,5,0
201909,32000.0,3,0.0,0.377,0.377,23866.667,80550.0,143200.0,0.0,0.216,26850.0,0.295,0.607,3,0.0,3,6,1,0.0,5440.658,4826.15,4826.15,1,1,1,1,1,2,0,3,6,5,1.667,1,0,2,6,2.0,1.0,0.3806058318280145,6.0,5.0,6.0,6.0,32.0,5.333,1.0,1.0,6.0,6.0,6.0,1.0,5641.0,1.0,0.0,0.0,0.0,6.0,20.0,1.0,1.0,5.0,66.0,0.0,0.0,0.0,0.0,24.0,12.0,-2812.18,0.0,0.0,0.0,2.0,0.009,0.157,429.36665500000004,0.0,0.0,0.145,0.0,0.119,0.0,-304.273,2.0,2.0,-405.651,0.0,28915,2,2,4,4,3,3,4,0
201910,32100.0,3,0.0,0.452,0.004,12549.25,36643.72,75295.5,0.0,0.079,12214.573,0.004,0.75,2,0.0,2,6,1,0.0,1153.139,0.0,0.0,0,0,0,0,0,3,1,6,6,11,1.833,2,0,5,6,6.0,1.2,0.6196377707924613,12.0,8.0,6.0,6.0,62.0,10.333,2.0,0.0,5.0,6.0,6.0,1.2,6184.0,1.0,0.0,0.0,0.0,6.0,33.0,4.0,4.0,5.0,28.0,0.0,0.0,0.0,0.0,24.0,12.0,-1905.01,0.0,1.0,0.0,2.0,-0.001,0.202,429.36665500000004,0.0,0.4714,0.0,0.0,0.155,0.37268,-304.273,2.0,2.0,-405.651,0.0,58800,4,3,4,3,4,8,5,0
201910,39700.0,7,19758.747,0.485,0.172,14651.478,53295.21,87908.87,-0.023,0.194,17765.07,0.111,0.453,6,0.963,6,12,2,19193.8,28663.396,0.0,0.0,1,0,1,0,0,3,0,4,6,6,1.5,2,0,2,6,3.0,1.5,0.5493932845730835,7.0,2.0,6.0,6.0,25.0,4.167,2.0,0.0,2.0,6.0,3.0,1.5,6211.0,1.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,5.0,58.0,0.0,1.0,0.0,0.0,24.0,12.0,-5031.88,0.0,1.0,5.0,2.0,-0.04,0.198,517.5108,0.0,0.4714,0.0,0.0,0.142,0.4714,-900.521,3.0,3.0,-867.63,0.0,57063,3,2,4,2,3,6,3,0
201910,11000.0,7,0.0,0.246,0.246,48130.123,143211.6,288780.74,0.0,0.193,47737.2,0.215,0.866,7,0.0,7,12,2,0.0,52750.613,9588.45,9588.45,1,1,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.4006009652420359,4.0,2.0,6.0,6.0,19.0,3.167,1.0,0.0,1.0,4.0,1.0,1.0,3621.0,1.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,5.0,44.0,1.0,1.0,0.0,0.0,24.0,12.0,-2982.67,4.0,0.0,0.0,2.0,0.009,0.217,429.36665500000004,0.0,0.0,0.261,0.0,0.218,0.0,-165.087,4.667,5.0,-405.651,0.0,44821,0,0,4,1,4,8,3,0
201911,7500.0,7,12866.74,0.117,0.114,582.0,1746.0,3492.0,-0.018,0.09,582.0,0.078,0.342,7,1.053,6,10,2,12635.2,777.094,377.01,377.01,1,1,1,1,1,2,0,3,5,4,1.333,0,0,0,0,0.0,0.0,0.5351666689292618,4.0,2.0,6.0,6.0,17.0,2.833,0.0,0.0,0.0,0.0,0.0,0.0,3016.0,1.0,0.0,0.0,0.0,6.0,11.0,1.0,1.0,5.0,50.0,0.0,1.0,0.0,0.0,24.0,11.0,-390.5,0.0,1.0,3.0,5.0,-0.002,0.073,188.23238,1.0,0.0,0.0,1.833,0.037,0.0,-230.932,4.0,4.0,-230.932,3.667,23593,2,0,4,0,3,6,6,0
